0.812164307,-0.129180908,UP
4.994400024,0.672973633,UP
8.246658325,-0.27192688,UP
2.440963745,-0.862075806,UP
2.847885132,-0.505218506,UP
9.522842407,0.079620361,UP
3.369873047,-0.014129639,UP
1.904067993,0.089202881,DOWN
-6.677703857,-0.615997314,DOWN
-8.343780518,-1.852767944,DOWN
-3.574584961,-3.424041748,DOWN
-1.962844849,-1.968887329,DOWN
-3.537307739,0.441802979,DOWN
-9.203445435,-0.638366699,DOWN
-3.350875854,-2.345993042,DOWN
-2.393203735,-2.815765381,DOWN
0.341323853,3.897521973,LEFT
-0.178527832,7.65045166,LEFT
0.926147461,8.355651855,LEFT
1.828430176,3.963577271,LEFT
0.017486572,2.465805054,LEFT
1.671844482,6.172927856,LEFT
1.809265137,6.360412598,LEFT
0.810043335,4.857330322,LEFT
0.969833374,-2.481277466,RIGHT
-0.699432373,-8.674728394,RIGHT
-1.043518066,-5.978546143,RIGHT
-1.055236816,-0.179244995,RIGHT
0.768493652,2.870605469,RIGHT
-0.273330688,-1.363815308,RIGHT
-1.028610229,-6.044586182,RIGHT
-1.588928223,-9.434265137,RIGHT
0.272079468,-3.430435181,RIGHT
-0.026123047,-0.04725647,STILL
0.001586914,0.00920105,STILL
0.011169434,0.019851685,STILL
0.026077271,-0.069625854,STILL
-0.002685547,-0.097320557,STILL
-0.121994019,-0.472290039,STILL
-0.128387451,-0.391342163,STILL
-0.054870605,-0.27947998,STILL
-0.053817749,-0.395599365,STILL
-0.057006836,-0.332748413,STILL
